Season,Meeting,Event name,Pos,Car #,Class,Special Class,Drivers,Team,Car,Best lap set,Time,Time timedelta,Laps,Gap,Gap Timedelta,Dropped off the Race
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,13,34,Pro Cup,False,"Sheldon van der Linde, David Pittard, Marco Wittmann",Walkenhorst Motorsport,BMW M6 GT3,True,2:20.920,0 days 00:02:20.920000,37,41.631,0 days 00:00:41.631000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,14,14,Silver Cup,False,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:20.899,0 days 00:02:20.899000,37,41.744,0 days 00:00:41.744000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,15,22,Pro Cup,False,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),True,2:21.006,0 days 00:02:21.006000,37,42.078,0 days 00:00:42.078000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,16,26,Pro Cup,False,"Jamie Green, Finlay Hutchison, Adrien Tambay",Sainteloc Racing,Audi R8 LMS GT3,True,2:22.137,0 days 00:02:22.137000,37,42.612,0 days 00:00:42.612000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,17,18,Pro Cup,False,"Edoardo Liberati, Alexandre Imperatori, Joshua Burdon",KCMG,Porsche 911 GT3-R (991.II),True,2:22.701,0 days 00:02:22.701000,37,43.221,0 days 00:00:43.221000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,18,50,Pro Cup,False,"Nicky Catsburg, Maxi Buhk, Maxi Götz",Hub Auto,Mercedes-AMG GT3,True,2:22.616,0 days 00:02:22.616000,37,50.234,0 days 00:00:50.234000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,19,25,Pro Cup,False,"Markus Winkelhock, Patric Niederhauser, Christopher Haase",Audi Sport Team Sainteloc Racing,Audi R8 LMS GT3,True,2:21.806,0 days 00:02:21.806000,37,54.254,0 days 00:00:54.254000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,20,107,Silver Cup,False,"Stuart White, Pierre-Alexandre Jean, Nelson Panciatici, Ulysse De Pauw",CMR,Bentley Continental GT3,True,2:21.006,0 days 00:02:21.006000,37,57.767,0 days 00:00:57.767000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,21,3,Pro Cup,False,"Dennis Olsen, Michael Christensen, Frederic Makowiecki",Schnabl Engineering,Porsche 911 GT3-R (991.II),True,2:21.524,0 days 00:02:21.524000,37,59.191,0 days 00:00:59.191000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,22,30,Silver Cup,False,"James Pull, Franco Colapinto, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,True,2:22.447,0 days 00:02:22.447000,37,1:02.311,0 days 00:01:02.311000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,23,87,Silver Cup,False,"Simon Gachet, Konstantin Tereschenko, Petru Razvan Umbrarescu, Thomas Drouet",AKKA ASP,Mercedes-AMG GT3,True,2:21.638,0 days 00:02:21.638000,37,1:03.538,0 days 00:01:03.538000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,24,99,Silver Cup,False,"Fabien Lavergne, Max Hofer, Alex Aka",Attempto Racing,Audi R8 LMS GT3,True,2:21.493,0 days 00:02:21.493000,37,1:04.151,0 days 00:01:04.151000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,25,57,Silver Cup,False,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,True,2:21.478,0 days 00:02:21.478000,37,1:06.080,0 days 00:01:06.080000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,26,69,Pro-Am Cup,False,"Sam de Haan, Rob Collard, Ricky Collard Jr., Fabian Schiller",Ram Racing,Mercedes-AMG GT3,True,2:22.573,0 days 00:02:22.573000,37,1:08.914,0 days 00:01:08.914000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,27,56,Pro Cup,False,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),True,2:22.661,0 days 00:02:22.661000,37,1:13.664,0 days 00:01:13.664000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,28,95,Pro Cup,False,"Nicki Thiim, Ross Gunn, Marco Sorensen",Garage 59,Aston Martin Vantage AMR GT3,True,2:21.230,0 days 00:02:21.230000,37,1:20.196,0 days 00:01:20.196000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,29,31,Silver Cup,False,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,True,2:23.164,0 days 00:02:23.164000,37,1:20.543,0 days 00:01:20.543000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,30,52,Pro-Am Cup,False,"Louis Machiels, John Wartique, Andrea Bertolini, Alessio Rovera",AF Corse,Ferrari 488 GT3,True,2:24.107,0 days 00:02:24.107000,37,1:26.952,0 days 00:01:26.952000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,31,5,Silver Cup,False,"Michele Beretta, Hubert Haupt, Patrick Assenheimer, Indy Dontje",HRT,Mercedes-AMG GT3,True,2:22.815,0 days 00:02:22.815000,37,1:27.810,0 days 00:01:27.810000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,32,93,Pro-Am Cup,False,"Jonathan Hui, Chris Froggatt, Matteo Cressoni, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,True,2:22.109,0 days 00:02:22.109000,37,1:27.923,0 days 00:01:27.923000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,33,19,Pro-Am Cup,False,"Bertrand Baguette, Hiroshi Hamaguchi, Stefano Costantini, Phil Keen",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,True,2:22.600,0 days 00:02:22.600000,37,1:29.180,0 days 00:01:29.180000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,34,16,Silver Cup,False,"Alberto di Folco, Tim Zimmermann, Kikko Galbiati, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,True,2:21.736,0 days 00:02:21.736000,37,1:30.198,0 days 00:01:30.198000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,35,27,Silver Cup,False,"Alexandre Cougnaud, Lucas Legeret, Louis Prette, Aurelien Panis",Sainteloc Racing,Audi R8 LMS GT3,True,2:22.332,0 days 00:02:22.332000,37,1:30.771,0 days 00:01:30.771000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,36,53,Pro-Am Cup,False,"Duncan Cameron, Rino Mastronardi, Matt Griffin, Miguel Molina",AF Corse,Ferrari 488 GT3,True,2:25.010,0 days 00:02:25.010000,37,1:31.425,0 days 00:01:31.425000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,37,33,Silver Cup,False,"Benja Hites, Fabrizio Crestani, David Perel",Team Rinaldi Racing,Ferrari 488 GT3,True,2:22.388,0 days 00:02:22.388000,37,1:32.099,0 days 00:01:32.099000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,38,10,Pro-Am Cup,False,"Jens Liebhauser, Karim Ojjeh, Yann Zimmer, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,True,2:22.718,0 days 00:02:22.718000,37,1:32.759,0 days 00:01:32.759000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,39,911,Pro-Am Cup,False,"Antares Au, Daniel Allemann, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),True,2:22.763,0 days 00:02:22.763000,37,1:32.804,0 days 00:01:32.804000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,40,23,Am Cup,False,"Jacob Schell, Ivan Jacoma, Niki Leutwiler, Nico Menzel",Huber Motorsport,Porsche 911 GT3-R (991.II),True,2:24.110,0 days 00:02:24.110000,37,1:34.577,0 days 00:01:34.577000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,41,2,Pro-Am Cup,False,"Nico Bastian, Florian Scholze, Olivier Grotz, Jim Pla",GetSpeed,Mercedes-AMG GT3,True,2:22.755,0 days 00:02:22.755000,37,1:36.342,0 days 00:01:36.342000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,42,61,Pro-Am Cup,False,"Wolfgang Triller, Carlos Rivas, Reid Harker, Will Bamber",EBM Giga Racing,Porsche 911 GT3-R (991.II),True,2:28.847,0 days 00:02:28.847000,37,1:43.925,0 days 00:01:43.925000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,43,159,Silver Cup,False,"Tuomas Tujula, Alex MacDowall, Valentin Hasse Clot, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,True,2:22.177,0 days 00:02:22.177000,37,1:55.526,0 days 00:01:55.526000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,44,70,Pro-Am Cup,False,"Oliver Millroy, Brendan Iribe, Kevin Madsen, Jordan Pepper",Inception Racing,McLaren 720S GT3,True,2:22.809,0 days 00:02:22.809000,37,2:07.431,0 days 00:02:07.431000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,45,666,Silver Cup,False,"Martin Rump, Glenn van Berlo, Baptiste Moulin, Yuki Nemoto",VS Racing,Lamborghini Huracan GT3 Evo,True,2:22.639,0 days 00:02:22.639000,37,2:09.251,0 days 00:02:09.251000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,46,20,Pro-Am Cup,False,"Valentin Pierburg, George Kurtz, Colin Braun, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,True,2:23.099,0 days 00:02:23.099000,37,2:09.471,0 days 00:02:09.471000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,47,40,Silver Cup,False,"Miklas Born, Jordan Love, Yannick Mettler, Lance David Arnold",SPS automotive performance,Mercedes-AMG GT3,True,2:22.482,0 days 00:02:22.482000,37,2:10.028,0 days 00:02:10.028000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,48,77,Pro-Am Cup,False,"Miguel Ramos, Leo Machitski, Henrique Chaves, Sandy Mitchell",Barwell Motorsport,Lamborghini Huracan GT3 Evo,True,2:22.797,0 days 00:02:22.797000,37,2:15.015,0 days 00:02:15.015000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,49,222,Silver Cup,False,"Lars Kern, Bastian Buus, Julien Apotheloz, Arno Santamato",Team Allied Racing,Porsche 911 GT3-R (991.II),True,2:23.667,0 days 00:02:23.667000,37,2:15.280,0 days 00:02:15.280000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,50,7,Silver Cup,False,"Axcil Ramar Jefferies, Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport WRT,Mercedes-AMG GT3,True,2:20.998,0 days 00:02:20.998000,37,2:19.029,0 days 00:02:19.029000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,51,188,Pro-Am Cup,False,"Alexander West, Chris Goodwin, Charlie Eastwood, Marvin Kirchhöfer",Garage 59,Aston Martin Vantage AMR GT3,True,2:21.532,0 days 00:02:21.532000,37,2:30.234,0 days 00:02:30.234000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,52,66,Pro Cup,False,"Mattia Drudi, Dennis Marschall, Christopher Mies",Audi Sport Team Attempto Racing,Audi R8 LMS GT3,True,2:21.010,0 days 00:02:21.010000,36,5.187,0 days 00:00:05.187000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,53,166,Am Cup,False,"Pieder Decurtins, Dennis Busch, Manuel Lauck, Marc Basseng",Haegeli by T2 Racing,Porsche 911 GT3-R (991.II),True,2:22.757,0 days 00:02:22.757000,36,52.774,0 days 00:00:52.774000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,54,11,Pro-Am Cup,False,"Tim Kohmann, Francesco Zollo, Giorgio Roda, David Fumanelli",Kessel Racing,Ferrari 488 GT3,True,2:22.979,0 days 00:02:22.979000,36,1:05.278,0 days 00:01:05.278000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,55,114,Pro Cup,False,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:21.419,0 days 00:02:21.419000,9,1:40:25.579,0 days 01:40:25.579000,True
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,56,163,Pro Cup,False,"Giacomo Altoe, Franck Perera, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:21.463,0 days 00:02:21.463000,9,1:40:23.269,0 days 01:40:23.269000,True
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,57,71,Pro Cup,False,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,True,2:21.477,0 days 00:02:21.477000,9,1:40:22.079,0 days 01:40:22.079000,True
2021,TotalEnergies 24 Hours of Spa,Main Race after 2 hours,58,21,Pro Cup,False,"Sven Müller, Richard Lietz, Kevin Estre",Rutronik Racing,Porsche 911 GT3-R (991.II),True,2:21.598,0 days 00:02:21.598000,9,1:40:21.465,0 days 01:40:21.465000,True
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,1,37,Pro Cup,False,"Nico Müller, Robin Frijns, Dennis Lind",Audi Sport Team WRT,Audi R8 LMS GT3,True,2:21.307,0 days 00:02:21.307000,60,0.000,0 days 00:00:00,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,2,88,Pro Cup,False,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",Mercedes-AMG Team Akka ASP,Mercedes-AMG GT3,True,2:20.180,0 days 00:02:20.180000,60,5.937,0 days 00:00:05.937000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,3,89,Pro Cup,False,"Lucas Auer, Timur Boguslavskiy, Felipe Fraga",AKKA ASP,Mercedes-AMG GT3,True,2:21.282,0 days 00:02:21.282000,60,7.495,0 days 00:00:07.495000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,4,4,Pro Cup,False,"Maro Engel, Luca Stolz, Vincent Abril",Mercedes-AMG Team HRT,Mercedes-AMG GT3,True,2:20.904,0 days 00:02:20.904000,60,8.039,0 days 00:00:08.039000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,5,63,Pro Cup,False,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,True,2:20.141,0 days 00:02:20.141000,60,9.744,0 days 00:00:09.744000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,6,38,Pro Cup,False,"Rob Bell, Oliver Wilkinson, Ben Barnicoat",Jota,McLaren 720S GT3,True,2:20.876,0 days 00:02:20.876000,60,10.242,0 days 00:00:10.242000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,7,25,Pro Cup,False,"Markus Winkelhock, Patric Niederhauser, Christopher Haase",Audi Sport Team Sainteloc Racing,Audi R8 LMS GT3,True,2:21.806,0 days 00:02:21.806000,60,13.038,0 days 00:00:13.038000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,8,51,Pro Cup,False,"Come Ledogar, Nicklas Nielsen, Alessandro Pier Guidi",Iron Lynx,Ferrari 488 GT3,True,2:20.574,0 days 00:02:20.574000,60,13.242,0 days 00:00:13.242000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,9,57,Silver Cup,False,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,True,2:21.478,0 days 00:02:21.478000,60,15.105,0 days 00:00:15.105000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,10,35,Pro Cup,False,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,True,2:21.329,0 days 00:02:21.329000,60,16.840,0 days 00:00:16.840000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,11,95,Pro Cup,False,"Nicki Thiim, Ross Gunn, Marco Sorensen",Garage 59,Aston Martin Vantage AMR GT3,True,2:21.230,0 days 00:02:21.230000,60,17.367,0 days 00:00:17.367000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,12,22,Pro Cup,False,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),True,2:21.006,0 days 00:02:21.006000,60,17.625,0 days 00:00:17.625000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,13,32,Pro Cup,False,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Audi Sport Team WRT,Audi R8 LMS GT3,True,2:21.785,0 days 00:02:21.785000,60,18.056,0 days 00:00:18.056000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,14,90,Silver Cup,False,"Ezequiel Perez Companc, Ricardo Sanchez, Patrick Kujala, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,True,2:22.391,0 days 00:02:22.391000,60,18.721,0 days 00:00:18.721000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,15,34,Pro Cup,False,"Sheldon van der Linde, David Pittard, Marco Wittmann",Walkenhorst Motorsport,BMW M6 GT3,True,2:20.920,0 days 00:02:20.920000,60,21.558,0 days 00:00:21.558000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,16,50,Pro Cup,False,"Nicky Catsburg, Maxi Buhk, Maxi Götz",Hub Auto,Mercedes-AMG GT3,True,2:22.592,0 days 00:02:22.592000,60,21.896,0 days 00:00:21.896000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,17,18,Pro Cup,False,"Edoardo Liberati, Alexandre Imperatori, Joshua Burdon",KCMG,Porsche 911 GT3-R (991.II),True,2:22.701,0 days 00:02:22.701000,60,22.479,0 days 00:00:22.479000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,18,99,Silver Cup,False,"Fabien Lavergne, Max Hofer, Alex Aka",Attempto Racing,Audi R8 LMS GT3,True,2:21.493,0 days 00:02:21.493000,60,37.848,0 days 00:00:37.848000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,19,87,Silver Cup,False,"Simon Gachet, Konstantin Tereschenko, Petru Razvan Umbrarescu, Thomas Drouet",AKKA ASP,Mercedes-AMG GT3,True,2:21.638,0 days 00:02:21.638000,60,39.000,0 days 00:00:39,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,20,3,Pro Cup,False,"Dennis Olsen, Michael Christensen, Frederic Makowiecki",Schnabl Engineering,Porsche 911 GT3-R (991.II),True,2:21.524,0 days 00:02:21.524000,60,39.252,0 days 00:00:39.252000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,21,2,Pro-Am Cup,False,"Nico Bastian, Florian Scholze, Olivier Grotz, Jim Pla",GetSpeed,Mercedes-AMG GT3,True,2:22.350,0 days 00:02:22.350000,60,40.236,0 days 00:00:40.236000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,22,31,Silver Cup,False,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,True,2:22.685,0 days 00:02:22.685000,60,40.465,0 days 00:00:40.465000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,23,26,Pro Cup,False,"Jamie Green, Finlay Hutchison, Adrien Tambay",Sainteloc Racing,Audi R8 LMS GT3,True,2:22.137,0 days 00:02:22.137000,60,40.988,0 days 00:00:40.988000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,24,53,Pro-Am Cup,False,"Duncan Cameron, Rino Mastronardi, Matt Griffin, Miguel Molina",AF Corse,Ferrari 488 GT3,True,2:21.544,0 days 00:02:21.544000,60,42.165,0 days 00:00:42.165000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,25,14,Silver Cup,False,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:20.620,0 days 00:02:20.620000,60,50.339,0 days 00:00:50.339000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,26,5,Silver Cup,False,"Michele Beretta, Hubert Haupt, Patrick Assenheimer, Indy Dontje",HRT,Mercedes-AMG GT3,True,2:22.207,0 days 00:02:22.207000,60,53.585,0 days 00:00:53.585000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,27,911,Pro-Am Cup,False,"Antares Au, Daniel Allemann, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),True,2:22.763,0 days 00:02:22.763000,60,58.933,0 days 00:00:58.933000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,28,33,Silver Cup,False,"Benja Hites, Fabrizio Crestani, David Perel",Team Rinaldi Racing,Ferrari 488 GT3,True,2:22.388,0 days 00:02:22.388000,60,59.643,0 days 00:00:59.643000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,29,47,Pro Cup,False,"Maxime Martin, Nick Tandy, Laurens Vanthoor",KCMG,Porsche 911 GT3-R (991.II),True,2:21.533,0 days 00:02:21.533000,60,1:31.026,0 days 00:01:31.026000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,30,107,Silver Cup,False,"Stuart White, Pierre-Alexandre Jean, Nelson Panciatici, Ulysse De Pauw",CMR,Bentley Continental GT3,True,2:21.006,0 days 00:02:21.006000,60,1:37.023,0 days 00:01:37.023000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,31,19,Pro-Am Cup,False,"Bertrand Baguette, Hiroshi Hamaguchi, Stefano Costantini, Phil Keen",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,True,2:22.600,0 days 00:02:22.600000,59,0.692,0 days 00:00:00.692000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,32,159,Silver Cup,False,"Tuomas Tujula, Alex MacDowall, Valentin Hasse Clot, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,True,2:22.177,0 days 00:02:22.177000,59,1.132,0 days 00:00:01.132000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,33,54,Pro Cup,False,"Klaus Bachler, Christian Engelhart, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),True,2:21.738,0 days 00:02:21.738000,59,1.590,0 days 00:00:01.590000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,34,66,Pro Cup,False,"Mattia Drudi, Dennis Marschall, Christopher Mies",Audi Sport Team Attempto Racing,Audi R8 LMS GT3,True,2:21.010,0 days 00:02:21.010000,59,2.376,0 days 00:00:02.376000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,35,52,Pro-Am Cup,False,"Louis Machiels, John Wartique, Andrea Bertolini, Alessio Rovera",AF Corse,Ferrari 488 GT3,True,2:22.656,0 days 00:02:22.656000,59,2.742,0 days 00:00:02.742000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,36,93,Pro-Am Cup,False,"Jonathan Hui, Chris Froggatt, Matteo Cressoni, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,True,2:21.563,0 days 00:02:21.563000,59,3.478,0 days 00:00:03.478000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,37,222,Silver Cup,False,"Lars Kern, Bastian Buus, Julien Apotheloz, Arno Santamato",Team Allied Racing,Porsche 911 GT3-R (991.II),True,2:23.271,0 days 00:02:23.271000,59,3.958,0 days 00:00:03.958000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,38,27,Silver Cup,False,"Alexandre Cougnaud, Lucas Legeret, Louis Prette, Aurelien Panis",Sainteloc Racing,Audi R8 LMS GT3,True,2:22.332,0 days 00:02:22.332000,59,4.872,0 days 00:00:04.872000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,39,69,Pro-Am Cup,False,"Sam de Haan, Rob Collard, Ricky Collard Jr., Fabian Schiller",Ram Racing,Mercedes-AMG GT3,True,2:22.573,0 days 00:02:22.573000,59,5.688,0 days 00:00:05.688000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,40,30,Silver Cup,False,"James Pull, Franco Colapinto, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,True,2:22.447,0 days 00:02:22.447000,59,6.424,0 days 00:00:06.424000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,41,40,Silver Cup,False,"Miklas Born, Jordan Love, Yannick Mettler, Lance David Arnold",SPS automotive performance,Mercedes-AMG GT3,True,2:22.482,0 days 00:02:22.482000,59,6.876,0 days 00:00:06.876000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,42,7,Silver Cup,False,"Axcil Ramar Jefferies, Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport WRT,Mercedes-AMG GT3,True,2:20.998,0 days 00:02:20.998000,59,7.214,0 days 00:00:07.214000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,43,16,Silver Cup,False,"Alberto di Folco, Tim Zimmermann, Kikko Galbiati, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,True,2:21.736,0 days 00:02:21.736000,59,8.573,0 days 00:00:08.573000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,44,70,Pro-Am Cup,False,"Oliver Millroy, Brendan Iribe, Kevin Madsen, Jordan Pepper",Inception Racing,McLaren 720S GT3,True,2:22.749,0 days 00:02:22.749000,59,9.305,0 days 00:00:09.305000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,45,61,Pro-Am Cup,False,"Wolfgang Triller, Carlos Rivas, Reid Harker, Will Bamber",EBM Giga Racing,Porsche 911 GT3-R (991.II),True,2:23.918,0 days 00:02:23.918000,59,13.820,0 days 00:00:13.820000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,46,77,Pro-Am Cup,False,"Miguel Ramos, Leo Machitski, Henrique Chaves, Sandy Mitchell",Barwell Motorsport,Lamborghini Huracan GT3 Evo,True,2:22.797,0 days 00:02:22.797000,59,14.621,0 days 00:00:14.621000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,47,166,Am Cup,False,"Pieder Decurtins, Dennis Busch, Manuel Lauck, Marc Basseng",Haegeli by T2 Racing,Porsche 911 GT3-R (991.II),True,2:22.757,0 days 00:02:22.757000,59,16.308,0 days 00:00:16.308000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,48,666,Silver Cup,False,"Martin Rump, Glenn van Berlo, Baptiste Moulin, Yuki Nemoto",VS Racing,Lamborghini Huracan GT3 Evo,True,2:22.639,0 days 00:02:22.639000,59,19.158,0 days 00:00:19.158000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,49,10,Pro-Am Cup,False,"Jens Liebhauser, Karim Ojjeh, Yann Zimmer, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,True,2:21.896,0 days 00:02:21.896000,59,20.178,0 days 00:00:20.178000,False
2021,TotalEnergies 24 Hours of Spa,Main Race after 3 hours,50,23,Am Cup,False,"Jacob Schell, Ivan Jacoma, Niki Leutwiler, Nico Menzel",Huber Motorsport,Porsche 911 GT3-R (991.II),True,2:22.416,0 days 00:02:22.416000,59,21.270,0 days 00:00:21.270000,False
