Season,Meeting,Event name,Pos,Car #,Class,Special Class,Drivers,Team,Car,Best lap set,Time,Time timedelta,Laps,Gap,Gap Timedelta,Dropped off the Race
2021,Barcelona,Main Race after 2.30 hours,21,30,Silver Cup,False,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,True,1:48.295,0 days 00:01:48.295000,79,1:04.688,0 days 00:01:04.688000,False
2021,Barcelona,Main Race after 2.30 hours,22,34,Pro Cup,False,"Nick Yelloly, David Pittard, Jake Dennis",Walkenhorst Motorsport,BMW M6 GT3,True,1:48.280,0 days 00:01:48.280000,78,0.560,0 days 00:00:00.560000,False
2021,Barcelona,Main Race after 2.30 hours,23,16,Silver Cup,False,"Kikko Galbiati, Tim Zimmermann, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,True,1:48.194,0 days 00:01:48.194000,78,1.661,0 days 00:00:01.661000,False
2021,Barcelona,Main Race after 2.30 hours,24,14,Silver Cup,False,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:47.316,0 days 00:01:47.316000,78,2.480,0 days 00:00:02.480000,False
2021,Barcelona,Main Race after 2.30 hours,25,40,Silver Cup,False,"Jordan Love, Miklas Born, Yannick Mettler",SPS automotive performance,Mercedes-AMG GT3,True,1:48.593,0 days 00:01:48.593000,78,3.333,0 days 00:00:03.333000,False
2021,Barcelona,Main Race after 2.30 hours,26,90,Silver Cup,False,"Ezequiel Perez Companc, Juuso Puhakka, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,True,1:48.199,0 days 00:01:48.199000,78,4.042,0 days 00:00:04.042000,False
2021,Barcelona,Main Race after 2.30 hours,27,25,Pro Cup,False,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,True,1:48.218,0 days 00:01:48.218000,78,6.239,0 days 00:00:06.239000,False
2021,Barcelona,Main Race after 2.30 hours,28,159,Silver Cup,False,"Alex MacDowall, Nicolai Kjaergaard, Valentin Hasse Clot",Garage 59,Aston Martin Vantage AMR GT3,True,1:48.766,0 days 00:01:48.766000,78,10.851,0 days 00:00:10.851000,False
2021,Barcelona,Main Race after 2.30 hours,29,20,Pro-Am Cup,False,"Dominik Baumann, Valentin Pierburg, Martin Konrad",SPS automotive performance,Mercedes-AMG GT3,True,1:47.758,0 days 00:01:47.758000,78,11.741,0 days 00:00:11.741000,False
2021,Barcelona,Main Race after 2.30 hours,30,93,Pro-Am Cup,False,"Rino Mastronardi, Jonathan Hui, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,True,1:48.434,0 days 00:01:48.434000,78,21.501,0 days 00:00:21.501000,False
2021,Barcelona,Main Race after 2.30 hours,31,77,Pro-Am Cup,False,"Henrique Chaves, Adrian Amstutz, Miguel Ramos",Barwell Motorsport,Lamborghini Huracan GT3 Evo,True,1:48.305,0 days 00:01:48.305000,78,23.510,0 days 00:00:23.510000,False
2021,Barcelona,Main Race after 2.30 hours,32,97,Pro-Am Cup,False,"Ahmad Al Harthy, Giacomo Petrobelli, Charlie Eastwood",Oman Racing Team,Aston Martin Vantage AMR GT3,True,1:48.736,0 days 00:01:48.736000,78,27.313,0 days 00:00:27.313000,False
2021,Barcelona,Main Race after 2.30 hours,33,52,Pro-Am Cup,False,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,True,1:48.657,0 days 00:01:48.657000,78,30.163,0 days 00:00:30.163000,False
2021,Barcelona,Main Race after 2.30 hours,34,57,Silver Cup,False,"Russel Ward, Mikael Grenier",Winward Racing,Mercedes-AMG GT3,True,1:48.535,0 days 00:01:48.535000,78,49.905,0 days 00:00:49.905000,False
2021,Barcelona,Main Race after 2.30 hours,35,83,Pro-Am Cup,False,"Doriane Pin, Sarah Bovy, Michelle Gatting",Iron Lynx,Ferrari 488 GT3,True,1:49.623,0 days 00:01:49.623000,78,53.967,0 days 00:00:53.967000,False
2021,Barcelona,Main Race after 2.30 hours,36,107,Silver Cup,False,"Pierre Alexandre Jean, Stephane Tribaudini, Stuart White",CMR,Bentley Continental GT3,True,1:48.601,0 days 00:01:48.601000,78,57.965,0 days 00:00:57.965000,False
2021,Barcelona,Main Race after 2.30 hours,37,488,Pro-Am Cup,False,"Christian Hook, Manuel Lauck, Jeroen Bleekemolen",Rinaldi Racing,Ferrari 488 GT3,True,1:48.463,0 days 00:01:48.463000,77,5.428,0 days 00:00:05.428000,False
2021,Barcelona,Main Race after 2.30 hours,38,19,Pro-Am Cup,False,"Phil Keen, Stefano Costantini, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,True,1:48.355,0 days 00:01:48.355000,77,7.124,0 days 00:00:07.124000,False
2021,Barcelona,Main Race after 2.30 hours,39,11,Pro-Am Cup,False,"Tim Kohmann, Francesco Zollo, Giorgio Roda",Kessel Racing,Ferrari 488 GT3,True,1:49.101,0 days 00:01:49.101000,77,48.519,0 days 00:00:48.519000,False
2021,Barcelona,Main Race after 2.30 hours,40,2,Pro-Am Cup,False,"Jim Pla, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,True,1:48.768,0 days 00:01:48.768000,75,5:31.709,0 days 00:05:31.709000,True
2021,Barcelona,Main Race after 2.30 hours,41,10,Pro-Am Cup,False,"Jens Liebhauser, Karim Ojjeh, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,True,1:49.672,0 days 00:01:49.672000,75,49.426,0 days 00:00:49.426000,False
2021,Barcelona,Main Race after 2.30 hours,42,5,Silver Cup,False,"Indy Dontje, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,True,1:48.700,0 days 00:01:48.700000,74,10:54.077,0 days 00:10:54.077000,True
2021,Barcelona,Main Race after 2.30 hours,43,222,Silver Cup,False,"Bastian Buus, Julien Apotheloz, Joel Sturm",Team Allied Racing,Porsche 911 GT3-R (991.II),True,1:48.436,0 days 00:01:48.436000,73,13:14.283,0 days 00:13:14.283000,True
2021,Barcelona,Main Race after 2.30 hours,44,69,Pro-Am Cup,False,"Rob Collard, Sam de Haan, Fabian Schiller",Ram Racing,Mercedes-AMG GT3,True,1:52.635,0 days 00:01:52.635000,11,2:04:57.881,0 days 02:04:57.881000,True
2021,Barcelona,Main Race after 2.30 hours,45,35,Pro Cup,False,"Nicky Catsburg, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,True,1:49.349,0 days 00:01:49.349000,10,2:10:51.407,0 days 02:10:51.407000,True
2021,Barcelona,Main Race after 2.30 hours,46,188,Pro-Am Cup,False,"Chris Goodwin, Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,True,1:56.553,0 days 00:01:56.553000,6,2:17:31.844,0 days 02:17:31.844000,True
2021,Brands Hatch,Race 1,1,32,Pro Cup,False,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,True,1:24.933,0 days 00:01:24.933000,40,0.000,0 days 00:00:00,False
2021,Brands Hatch,Race 1,2,6,Pro Cup,False,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,True,1:25.202,0 days 00:01:25.202000,40,0.407,0 days 00:00:00.407000,False
2021,Brands Hatch,Race 1,3,31,Silver Cup,False,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,True,1:25.748,0 days 00:01:25.748000,40,8.487,0 days 00:00:08.487000,False
2021,Brands Hatch,Race 1,4,90,Silver Cup,False,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,True,1:25.536,0 days 00:01:25.536000,40,9.730,0 days 00:00:09.730000,False
2021,Brands Hatch,Race 1,5,26,Pro Cup,False,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,True,1:25.798,0 days 00:01:25.798000,40,10.438,0 days 00:00:10.438000,False
2021,Brands Hatch,Race 1,6,7,Silver Cup,False,"Juuso Puhakka, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,True,1:25.651,0 days 00:01:25.651000,40,12.718,0 days 00:00:12.718000,False
2021,Brands Hatch,Race 1,7,107,Silver Cup,False,"Pierre Alexandre Jean, Ulysse De Pauw",CMR,Bentley Continental GT3,True,1:25.810,0 days 00:01:25.810000,40,13.531,0 days 00:00:13.531000,False
2021,Brands Hatch,Race 1,8,114,Silver Cup,False,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:25.878,0 days 00:01:25.878000,40,15.618,0 days 00:00:15.618000,False
2021,Brands Hatch,Race 1,9,33,Silver Cup,False,"Patrick Kujala, Benja Hites",Team Rinaldi Racing,Ferrari 488 GT3,True,1:26.260,0 days 00:01:26.260000,40,29.293,0 days 00:00:29.293000,False
2021,Brands Hatch,Race 1,10,25,Pro Cup,False,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,True,1:25.433,0 days 00:01:25.433000,40,29.489,0 days 00:00:29.489000,False
2021,Brands Hatch,Race 1,11,87,Silver Cup,False,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,True,1:25.218,0 days 00:01:25.218000,40,32.592,0 days 00:00:32.592000,False
2021,Brands Hatch,Race 1,12,89,Pro Cup,False,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,True,1:25.270,0 days 00:01:25.270000,40,32.912,0 days 00:00:32.912000,False
2021,Brands Hatch,Race 1,13,99,Silver Cup,False,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,True,1:25.737,0 days 00:01:25.737000,40,35.937,0 days 00:00:35.937000,False
2021,Brands Hatch,Race 1,14,14,Silver Cup,False,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:25.864,0 days 00:01:25.864000,40,37.149,0 days 00:00:37.149000,False
2021,Brands Hatch,Race 1,15,66,Pro Cup,False,"Max Hofer, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,True,1:25.567,0 days 00:01:25.567000,40,38.578,0 days 00:00:38.578000,False
2021,Brands Hatch,Race 1,16,163,Pro Cup,False,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:25.515,0 days 00:01:25.515000,40,38.927,0 days 00:00:38.927000,False
2021,Brands Hatch,Race 1,17,88,Pro Cup,False,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,True,1:24.577,0 days 00:01:24.577000,40,39.390,0 days 00:00:39.390000,False
2021,Brands Hatch,Race 1,18,30,Pro Cup,False,"Benjamin Goethe, Christopher Mies",Team WRT,Audi R8 LMS GT3,True,1:25.536,0 days 00:01:25.536000,40,39.733,0 days 00:00:39.733000,False
2021,Brands Hatch,Race 1,19,222,Pro Cup,False,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),True,1:26.096,0 days 00:01:26.096000,40,53.030,0 days 00:00:53.030000,False
2021,Brands Hatch,Race 1,20,108,Pro Cup,False,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,True,1:26.600,0 days 00:01:26.600000,40,57.053,0 days 00:00:57.053000,False
2021,Brands Hatch,Race 1,21,77,Pro-Am Cup,False,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,True,1:25.601,0 days 00:01:25.601000,40,1:03.028,0 days 00:01:03.028000,False
2021,Brands Hatch,Race 1,22,52,Pro-Am Cup,False,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,True,1:26.406,0 days 00:01:26.406000,40,1:04.014,0 days 00:01:04.014000,False
2021,Brands Hatch,Race 1,23,188,Pro-Am Cup,False,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,True,1:26.191,0 days 00:01:26.191000,40,1:10.162,0 days 00:01:10.162000,False
2021,Brands Hatch,Race 1,24,159,Silver Cup,False,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,True,1:26.090,0 days 00:01:26.090000,39,1.170,0 days 00:00:01.170000,False
2021,Brands Hatch,Race 1,25,20,Pro-Am Cup,False,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,True,1:26.147,0 days 00:01:26.147000,39,4.112,0 days 00:00:04.112000,False
2021,Brands Hatch,Race 1,26,93,Silver Cup,False,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,True,1:26.548,0 days 00:01:26.548000,39,5.414,0 days 00:00:05.414000,False
2021,Brands Hatch,Race 1,27,8,Pro-Am Cup,False,"Kevin Tse, Adam Christodoulou",Ram Racing,Mercedes-AMG GT3,True,1:26.272,0 days 00:01:26.272000,39,5.694,0 days 00:00:05.694000,False
2021,Brands Hatch,Race 1,28,38,Pro Cup,False,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,True,1:25.182,0 days 00:01:25.182000,37,7:04.368,0 days 00:07:04.368000,True
2021,Brands Hatch,Race 2,1,6,Pro Cup,False,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,True,1:24.982,0 days 00:01:24.982000,40,0.000,0 days 00:00:00,False
2021,Brands Hatch,Race 2,2,32,Pro Cup,False,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,True,1:25.271,0 days 00:01:25.271000,40,1.925,0 days 00:00:01.925000,False
2021,Brands Hatch,Race 2,3,89,Pro Cup,False,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,True,1:25.646,0 days 00:01:25.646000,40,15.340,0 days 00:00:15.340000,False
2021,Brands Hatch,Race 2,4,7,Silver Cup,False,"Juuso Puhakka, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,True,1:25.571,0 days 00:01:25.571000,40,16.438,0 days 00:00:16.438000,False
2021,Brands Hatch,Race 2,5,31,Silver Cup,False,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,True,1:25.911,0 days 00:01:25.911000,40,16.888,0 days 00:00:16.888000,False
2021,Brands Hatch,Race 2,6,88,Pro Cup,False,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,True,1:25.056,0 days 00:01:25.056000,40,17.083,0 days 00:00:17.083000,False
2021,Brands Hatch,Race 2,7,87,Silver Cup,False,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,True,1:25.257,0 days 00:01:25.257000,40,17.222,0 days 00:00:17.222000,False
2021,Brands Hatch,Race 2,8,14,Silver Cup,False,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:25.656,0 days 00:01:25.656000,40,23.969,0 days 00:00:23.969000,False
2021,Brands Hatch,Race 2,9,30,Pro Cup,False,"Benjamin Goethe, Christopher Mies",Team WRT,Audi R8 LMS GT3,True,1:25.838,0 days 00:01:25.838000,40,30.244,0 days 00:00:30.244000,False
2021,Brands Hatch,Race 2,10,25,Pro Cup,False,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,True,1:26.238,0 days 00:01:26.238000,40,32.024,0 days 00:00:32.024000,False
2021,Brands Hatch,Race 2,11,26,Pro Cup,False,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,True,1:26.151,0 days 00:01:26.151000,40,32.979,0 days 00:00:32.979000,False
2021,Brands Hatch,Race 2,12,107,Silver Cup,False,"Pierre Alexandre Jean, Ulysse De Pauw",CMR,Bentley Continental GT3,True,1:25.998,0 days 00:01:25.998000,40,33.749,0 days 00:00:33.749000,False
2021,Brands Hatch,Race 2,13,99,Silver Cup,False,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,True,1:26.048,0 days 00:01:26.048000,40,36.515,0 days 00:00:36.515000,False
2021,Brands Hatch,Race 2,14,66,Pro Cup,False,"Max Hofer, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,True,1:26.252,0 days 00:01:26.252000,40,40.499,0 days 00:00:40.499000,False
2021,Brands Hatch,Race 2,15,163,Pro Cup,False,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:26.256,0 days 00:01:26.256000,40,41.463,0 days 00:00:41.463000,False
2021,Brands Hatch,Race 2,16,90,Silver Cup,False,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,True,1:26.394,0 days 00:01:26.394000,40,47.868,0 days 00:00:47.868000,False
2021,Brands Hatch,Race 2,17,222,Pro Cup,False,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),True,1:26.425,0 days 00:01:26.425000,40,56.501,0 days 00:00:56.501000,False
2021,Brands Hatch,Race 2,18,33,Silver Cup,False,"Patrick Kujala, Benja Hites",Team Rinaldi Racing,Ferrari 488 GT3,True,1:25.670,0 days 00:01:25.670000,40,57.041,0 days 00:00:57.041000,False
2021,Brands Hatch,Race 2,19,159,Silver Cup,False,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,True,1:26.244,0 days 00:01:26.244000,40,1:00.805,0 days 00:01:00.805000,False
2021,Brands Hatch,Race 2,20,114,Silver Cup,False,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:25.853,0 days 00:01:25.853000,40,1:00.892,0 days 00:01:00.892000,False
2021,Brands Hatch,Race 2,21,77,Pro-Am Cup,False,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,True,1:26.373,0 days 00:01:26.373000,40,1:07.159,0 days 00:01:07.159000,False
2021,Brands Hatch,Race 2,22,93,Silver Cup,False,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,True,1:25.659,0 days 00:01:25.659000,40,1:12.077,0 days 00:01:12.077000,False
2021,Brands Hatch,Race 2,23,108,Pro Cup,False,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,True,1:25.980,0 days 00:01:25.980000,40,1:18.925,0 days 00:01:18.925000,False
2021,Brands Hatch,Race 2,24,188,Pro-Am Cup,False,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,True,1:26.591,0 days 00:01:26.591000,39,6.253,0 days 00:00:06.253000,False
2021,Brands Hatch,Race 2,25,20,Pro-Am Cup,False,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,True,1:26.274,0 days 00:01:26.274000,39,9.864,0 days 00:00:09.864000,False
2021,Brands Hatch,Race 2,26,52,Pro-Am Cup,False,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,True,1:26.752,0 days 00:01:26.752000,39,21.887,0 days 00:00:21.887000,False
2021,Circuit Paul Ricard 1000Km,Main Race,1,22,Pro Cup,False,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX,Porsche 911 GT3-R (991.II),True,1:54.848,0 days 00:01:54.848000,182,0.000,0 days 00:00:00,False
2021,Circuit Paul Ricard 1000Km,Main Race,2,32,Pro Cup,False,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3,True,1:54.877,0 days 00:01:54.877000,182,5.971,0 days 00:00:05.971000,False
2021,Circuit Paul Ricard 1000Km,Main Race,3,63,Pro Cup,False,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,True,1:54.895,0 days 00:01:54.895000,182,6.284,0 days 00:00:06.284000,False
2021,Circuit Paul Ricard 1000Km,Main Race,4,71,Pro Cup,False,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,True,1:54.845,0 days 00:01:54.845000,182,14.454,0 days 00:00:14.454000,False
2021,Circuit Paul Ricard 1000Km,Main Race,5,51,Pro Cup,False,"Alessandro Pier Guidi, Nicklas Nielsen, Come Ledogar",Iron Lynx,Ferrari 488 GT3,True,1:54.866,0 days 00:01:54.866000,182,16.540,0 days 00:00:16.540000,False
2021,Circuit Paul Ricard 1000Km,Main Race,6,88,Pro Cup,False,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,True,1:55.025,0 days 00:01:55.025000,182,40.942,0 days 00:00:40.942000,False
2021,Circuit Paul Ricard 1000Km,Main Race,7,54,Pro Cup,False,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),True,1:55.029,0 days 00:01:55.029000,182,47.206,0 days 00:00:47.206000,False
2021,Circuit Paul Ricard 1000Km,Main Race,8,34,Pro Cup,False,"Sheldon van der Linde, Marco Wittmann, David Pittard",Walkenhorst Motorsport,BMW M6 GT3,True,1:54.607,0 days 00:01:54.607000,182,1:11.874,0 days 00:01:11.874000,False
2021,Circuit Paul Ricard 1000Km,Main Race,9,35,Pro Cup,False,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,True,1:55.028,0 days 00:01:55.028000,182,1:23.766,0 days 00:01:23.766000,False
2021,Circuit Paul Ricard 1000Km,Main Race,10,26,Pro Cup,False,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,True,1:54.818,0 days 00:01:54.818000,182,1:31.922,0 days 00:01:31.922000,False
2021,Circuit Paul Ricard 1000Km,Main Race,11,87,Silver Cup,False,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,True,1:55.248,0 days 00:01:55.248000,182,1:35.288,0 days 00:01:35.288000,False
2021,Circuit Paul Ricard 1000Km,Main Race,12,56,Pro Cup,False,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),True,1:54.894,0 days 00:01:54.894000,181,5.754,0 days 00:00:05.754000,False
2021,Circuit Paul Ricard 1000Km,Main Race,13,14,Silver Cup,False,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,1:55.467,0 days 00:01:55.467000,181,44.305,0 days 00:00:44.305000,False
2021,Circuit Paul Ricard 1000Km,Main Race,14,66,Pro Cup,False,"Christopher Mies, Mattia Drudi, Kim Luis Schramm",Attempto Racing,Audi R8 LMS GT3,True,1:54.595,0 days 00:01:54.595000,181,1:00.700,0 days 00:01:00.700000,False
2021,Circuit Paul Ricard 1000Km,Main Race,15,25,Pro Cup,False,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,True,1:55.061,0 days 00:01:55.061000,181,1:20.306,0 days 00:01:20.306000,False
2021,Circuit Paul Ricard 1000Km,Main Race,16,38,Pro Cup,False,"Rob Bell, Oliver Wilkinson, Ben Barnicoat",JOTA,McLaren 720S GT3,True,1:55.057,0 days 00:01:55.057000,181,1:43.508,0 days 00:01:43.508000,False
2021,Circuit Paul Ricard 1000Km,Main Race,17,16,Silver Cup,False,"Tim Zimmermann, Kikko Galbiati, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,True,1:55.986,0 days 00:01:55.986000,181,1:43.564,0 days 00:01:43.564000,False
2021,Circuit Paul Ricard 1000Km,Main Race,18,99,Silver Cup,False,"Dennis Marschall, Alex Aka, Max Hofer",Attempto Racing,Audi R8 LMS GT3,True,1:55.840,0 days 00:01:55.840000,181,1:44.059,0 days 00:01:44.059000,False
2021,Circuit Paul Ricard 1000Km,Main Race,19,30,Silver Cup,False,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,True,1:55.098,0 days 00:01:55.098000,180,36.357,0 days 00:00:36.357000,False
2021,Circuit Paul Ricard 1000Km,Main Race,20,57,Silver Cup,False,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,True,1:55.169,0 days 00:01:55.169000,180,1:14.212,0 days 00:01:14.212000,False
2021,Circuit Paul Ricard 1000Km,Main Race,21,93,Pro-Am Cup,False,"Chris Froggatt, Jonathan Hui, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,True,1:55.481,0 days 00:01:55.481000,180,1:15.443,0 days 00:01:15.443000,False
2021,Circuit Paul Ricard 1000Km,Main Race,22,19,Pro-Am Cup,False,"Phil Keen, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,True,1:55.560,0 days 00:01:55.560000,180,1:20.338,0 days 00:01:20.338000,False
2021,Circuit Paul Ricard 1000Km,Main Race,23,5,Silver Cup,False,"Gabriele Piana, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,True,1:55.801,0 days 00:01:55.801000,180,1:33.140,0 days 00:01:33.140000,False
2021,Circuit Paul Ricard 1000Km,Main Race,24,90,Silver Cup,False,"Ezequiel Perez Companc, Ricardo Sanchez, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,True,1:55.558,0 days 00:01:55.558000,180,1:48.783,0 days 00:01:48.783000,False
